thr1,thr2,slope,beta,full,last,combined
0.5,0.9,60,1.1,0.5756663016966574,0.707106781186548,0.6150984455436246
0.55,0.65,10,0.9,0.5357296653775201,0.7971048595090351,0.6141422236169746
0.55,0.65,10,0.95,0.5513898373401407,0.7067736726240903,0.5980049879253255
0.55,0.65,10,1.0,0.5638204900535876,0.6221949449367034,0.5813328265185222
0.55,0.65,10,1.05,0.5723205421242559,0.5194745045089741,0.5564667308396714
0.55,0.65,10,1.1,0.576798553427098,0.4293194464662172,0.5325548213388337
0.55,0.65,20,0.9,0.5319045152079734,1.0,0.6723331606455814
0.55,0.65,20,0.95,0.5490200196780506,1.0,0.6843140137746353
0.55,0.65,20,1.0,0.5635462911114617,0.9928113881161419,0.6923258202128657
0.55,0.65,20,1.05,0.5716015192660585,0.8346164458193439,0.6505059972320442
0.55,0.65,20,1.1,0.576863869346192,0.7015760963342407,0.6142775374426066
0.55,0.65,40,0.9,0.5317702425023,1.0,0.6722391697516099
0.55,0.65,40,0.95,0.5481753748738509,1.0,0.6837227624116956
0.55,0.65,40,1.0,0.562845990876868,0.9999988542043128,0.6939918498751014
0.55,0.65,40,1.05,0.5719436516980988,0.8408954517582288,0.6526291917161378
0.55,0.65,40,1.1,0.5777472998383727,0.7071058463406427,0.6165548637890537
0.55,0.65,60,0.9,0.5322189677250151,1.0,0.6725532774075105
0.55,0.65,60,0.95,0.548351295216574,1.0,0.6838459066516018
0.55,0.65,60,1.0,0.5629897472636272,1.0,0.6940928230845389
0.55,0.65,60,1.05,0.5723105566090251,0.8408964152537148,0.6528863142024319
0.55,0.65,60,1.1,0.5780078209437236,0.707106781186548,0.6167375090165709
0.55,0.7,10,0.9,0.5351140018892963,0.7971048595090351,0.6137112591752178
0.55,0.7,10,0.95,0.5516463501857194,0.7067736726240903,0.5981845469172307
0.55,0.7,10,1.0,0.5650187356830887,0.6221949449367034,0.5821715984591731
0.55,0.7,10,1.05,0.5738719151252927,0.5194745045089741,0.557552691940397
0.55,0.7,10,1.1,0.579275713073846,0.4293194464662172,0.5342888330915573
0.55,0.7,20,0.9,0.5309587259873434,1.0,0.6716711081911404
0.55,0.7,20,0.95,0.5487853233660214,1.0,0.6841497263562148
0.55,0.7,20,1.0,0.5636932259107791,0.9928113881161419,0.692428674572388
0.55,0.7,20,1.05,0.5721967378802703,0.8346164458193439,0.6509226502619923
0.55,0.7,20,1.1,0.5776391684908895,0.7015760963342407,0.6148202468438948
0.55,0.7,40,0.9,0.5303794941680978,1.0,0.6712656459176685
0.55,0.7,40,0.95,0.5473555175588579,1.0,0.6831488622912005
0.55,0.7,40,1.0,0.5620052772755486,0.9999988542043128,0.6934033503541779
0.55,0.7,40,1.05,0.5714659014205837,0.8408954517582288,0.6522947665218772
0.55,0.7,40,1.1,0.5776716688871436,0.7071058463406427,0.6165019221231933
0.55,0.7,60,0.9,0.5309066830546515,1.0,0.6716346781382561
0.55,0.7,60,0.95,0.547396387172147,1.0,0.6831774710205029
0.55,0.7,60,1.0,0.5619069871970895,1.0,0.6933348910379626
0.55,0.7,60,1.05,0.5714922543170126,0.8408964152537148,0.6523135025980232
0.55,0.7,60,1.1,0.5778352877175741,0.707106781186548,0.6166167357582663
0.55,0.75,10,0.9,0.534387996439888,0.7971047923366184,0.6132030352089071
0.55,0.75,10,0.95,0.551571606952364,0.7067736180461268,0.5981322102804928
0.55,0.75,10,1.0,0.5661461104776216,0.622194900591788,0.5829607475118715
0.55,0.75,10,1.05,0.5752673424754713,0.5194744684784702,0.558529480276371
0.55,0.75,10,1.1,0.5807071071993518,0.4293194171912317,0.5352908001969158
0.55,0.75,20,0.9,0.5301950951628347,1.0,0.6711365666139842
0.55,0.75,20,0.95,0.5481682016418687,1.0,0.6837177411493081
0.55,0.75,20,1.0,0.5639541251474026,0.992811388948849,0.6926113042878366
0.55,0.75,20,1.05,0.5726937322188292,0.8346165206921439,0.6512705687608236
0.55,0.75,20,1.1,0.5779636949702598,0.7015762211209245,0.6150474528154591
0.55,0.75,40,0.9,0.5289224180909913,1.0,0.6702456926636939
0.55,0.75,40,0.95,0.5465769821921099,1.0,0.6826038875344769
0.55,0.75,40,1.0,0.5623388278541819,0.9999988542043128,0.6936368357592211
0.55,0.75,40,1.05,0.5719542217255734,0.8408954517582288,0.65263659073537
0.55,0.75,40,1.1,0.5778956768181905,0.7071058463406427,0.6166587276749261
0.55,0.75,60,0.9,0.5291900659678183,1.0,0.6704330461774728
0.55,0.75,60,0.95,0.5466795522114523,1.0,0.6826756865480166
0.55,0.75,60,1.0,0.562460998422081,1.0,0.6937226988954566
0.55,0.75,60,1.05,0.5723561755028544,0.8408964152537148,0.6529182474281126
0.55,0.75,60,1.1,0.578449900192984,0.707106781186548,0.6170469644910532
0.55,0.8,10,0.9,0.533969434697569,0.7971048595090351,0.6129100621410087
0.55,0.8,10,0.95,0.5518595231294318,0.7067736726240903,0.5983337679778293
0.55,0.8,10,1.0,0.5672235564329997,0.6221949449367034,0.5837149729841108
0.55,0.8,10,1.05,0.5763625541497418,0.5194745045089741,0.5592961392575114
0.55,0.8,10,1.1,0.582106469463474,0.4293194464662172,0.5362703625642969
0.55,0.8,20,0.9,0.5297379472323294,1.0,0.6708165630626306
0.55,0.8,20,0.95,0.5473767440736049,1.0,0.6831637208515234
0.55,0.8,20,1.0,0.5643266662466067,0.9928114755770165,0.6928721090457296
0.55,0.8,20,1.05,0.5732015005311412,0.8346165934745662,0.6516260284141686
0.55,0.8,20,1.1,0.5784077399600933,0.7015762822705184,0.6153583026532208
0.55,0.8,40,0.9,0.5283506881747561,1.0,0.6698454817223292
0.55,0.8,40,0.95,0.5460183001293798,1.0,0.6822128100905658
0.55,0.8,40,1.0,0.5618969519406002,0.9999988542043128,0.693327522619714
0.55,0.8,40,1.05,0.5719839407427513,0.8408954517582288,0.6526573940473945
0.55,0.8,40,1.1,0.5778904425254566,0.7071058463406427,0.6166550636700124
0.55,0.8,60,0.9,0.5285501849762536,1.0,0.6699851294833775
0.55,0.8,60,0.95,0.5459926618154682,1.0,0.6821948632708277
0.55,0.8,60,1.0,0.5616557821075953,1.0,0.6931590474753166
0.55,0.8,60,1.05,0.5721070348972959,0.8408964152537148,0.6527438490042214
0.55,0.8,60,1.1,0.5782412842088053,0.707106781186548,0.616900933302128
0.55,0.85,10,0.9,0.5338515949972347,0.7971048299093724,0.6128275654708759
0.55,0.85,10,0.95,0.5520800797976044,0.7067736476045896,0.5984881501396999
0.55,0.85,10,1.0,0.5684382967609254,0.6221949238454128,0.5845652848862716
0.55,0.85,10,1.05,0.5775802365664728,0.5194744867720893,0.5601485116281577
0.55,0.85,10,1.1,0.5835580546716266,0.4293194315828056,0.5372864677449802
0.55,0.85,20,0.9,0.5294208183042519,1.0,0.6705945728129763
0.55,0.85,20,0.95,0.5474452258414798,1.0,0.6832116580890358
0.55,0.85,20,1.0,0.5643828806676653,0.9928113877857745,0.6929114328030981
0.55,0.85,20,1.05,0.5743560262984934,0.8346165196657729,0.6524341743086772
0.55,0.85,20,1.1,0.5798586664748909,0.7015762202172211,0.61637393259759
0.55,0.85,40,0.9,0.5296277016913209,1.0,0.6707393911839246
0.55,0.85,40,0.95,0.546735867839718,1.0,0.6827151074878025
0.55,0.85,40,1.0,0.5629633141162831,0.9999988542043128,0.694073976142692
0.55,0.85,40,1.05,0.573394801980979,0.8408954517582288,0.653644996914154
0.55,0.85,40,1.1,0.5789475314312987,0.7071058463406427,0.6173950259041019
0.55,0.85,60,0.9,0.5296926347529533,1.0,0.6707848443270672
0.55,0.85,60,0.95,0.5469501362525413,1.0,0.6828650953767789
0.55,0.85,60,1.0,0.5626646281141124,1.0,0.6938652396798787
0.55,0.85,60,1.05,0.5730785927497155,0.8408964152537148,0.6534239395009153
0.55,0.85,60,1.1,0.5788007582204117,0.707106781186548,0.6172925651102525
0.55,0.9,10,0.9,0.5339865361146771,0.7971047923366184,0.6129220129812594
0.55,0.9,10,0.95,0.5522576562028304,0.7067736180461268,0.5986124447558193
0.55,0.9,10,1.0,0.5691223689540374,0.622194900591788,0.5850441284453626
0.55,0.9,10,1.05,0.579247144593803,0.5194744684784702,0.5613153417592032
0.55,0.9,10,1.1,0.5853751887568135,0.4293194171912317,0.5385584572871389
0.55,0.9,20,0.9,0.5299791456685022,1.0,0.6709854019679515
0.55,0.9,20,0.95,0.5478700260446042,1.0,0.6835090182312229
0.55,0.9,20,1.0,0.5650814430066924,0.992811388948849,0.6934004267893393
0.55,0.9,20,1.05,0.5759803841336947,0.8346165206921439,0.6535712251012294
0.55,0.9,20,1.1,0.5818928674224308,0.7015762211209245,0.6177978735319789
0.55,0.9,40,0.9,0.5304376269623449,1.0,0.6713063388736413
0.55,0.9,40,0.95,0.5479671701584449,1.0,0.6835770191109114
0.55,0.9,40,1.0,0.5649616052760986,0.9999988542043128,0.6954727799545628
0.55,0.9,40,1.05,0.5761567065631473,0.8408954517582288,0.6555783301216718
0.55,0.9,40,1.1,0.582226572208476,0.7071058463406427,0.6196903544481259
0.55,0.9,60,0.9,0.531971094834278,1.0,0.6723797663839945
0.55,0.9,60,0.95,0.5491828486653455,1.0,0.6844279940657418
0.55,0.9,60,1.0,0.5658672609509958,1.0,0.696107082665697
0.55,0.9,60,1.05,0.5775158133469622,0.8408964152537148,0.6565299939189879
0.55,0.9,60,1.1,0.5831151942437224,0.707106781186548,0.62031267032657
0.6,0.65,10,0.9,0.5369679637212241,0.6470220218695532,0.5699841811657228
0.6,0.65,10,0.95,0.5525101832330238,0.5687871431845903,0.5573932712184937
0.6,0.65,10,1.0,0.5659332718742935,0.5061504902592424,0.5479984373897782
0.6,0.65,10,1.05,0.5751943095859142,0.42588395924681,0.5304012044841829
0.6,0.65,10,1.1,0.5788170267447555,0.35104518412276936,0.5104854739581597
0.6,0.65,20,0.9,0.5355523774977079,1.0,0.6748866642483955
0.6,0.65,20,0.95,0.5523891024198793,1.0,0.6866723716939154
0.6,0.65,20,1.0,0.567318200840986,0.9806783308090595,0.6913262398314081
0.6,0.65,20,1.05,0.5762696647962088,0.8240282390803357,0.6505972370814468
0.6,0.65,20,1.1,0.5799424803801229,0.6922598183305152,0.6136376817652406
0.6,0.65,40,0.9,0.535779613219184,1.0,0.6750457292534288
0.6,0.65,40,0.95,0.5521314710249939,1.0,0.6864920297174957
0.6,0.65,40,1.0,0.5673456955598505,0.9999920676222144,0.6971396071785596
0.6,0.65,40,1.05,0.5771523515842758,0.8408896708342791,0.6562735473592768
0.6,0.65,40,1.1,0.5822317011623978,0.7071006735727103,0.6196923928854915
0.6,0.65,60,0.9,0.5360416175268392,1.0,0.6752291322687873
0.6,0.65,60,0.95,0.5522490547429595,1.0,0.6865743383200715
0.6,0.65,60,1.0,0.5672736749231752,1.0,0.6970915724462226
0.6,0.65,60,1.05,0.5771725270849148,0.8408964152537148,0.6562896935355549
0.6,0.65,60,1.1,0.5820958407011313,0.707106781186548,0.6195991228467563
0.6,0.7,10,0.9,0.5365068440166133,0.6470219447425148,0.5696613742343837
0.6,0.7,10,0.95,0.5526843982110315,0.5687870800354675,0.5575152027583623
0.6,0.7,10,1.0,0.5670022078778056,0.5061504385547845,0.5487466770808993
0.6,0.7,10,1.05,0.5769132383708402,0.4258839169128583,0.5316044419334456
0.6,0.7,10,1.1,0.5813724726900635,0.35104514946111204,0.5122742757213781
0.6,0.7,20,0.9,0.5347762031896828,1.0,0.6743433422327779
0.6,0.7,20,0.95,0.5522154001763766,1.0,0.6865507801234636
0.6,0.7,20,1.0,0.5674049135066657,0.9806782436105936,0.691386912537844
0.6,0.7,20,1.05,0.5770265729716011,0.8240281657947413,0.6511270508185432
0.6,0.7,20,1.1,0.5821256485949855,0.6922597567379581,0.6151658810378773
0.6,0.7,40,0.9,0.534430876078432,1.0,0.6741016132549024
0.6,0.7,40,0.95,0.551401007808808,1.0,0.6859807054661655
0.6,0.7,40,1.0,0.566494758262056,0.9999920676222144,0.6965439510701035
0.6,0.7,40,1.05,0.5766743356024443,0.8408896708342791,0.6559389361719947
0.6,0.7,40,1.1,0.5822912902419535,0.7071006735727103,0.6197341052411804
0.6,0.7,60,0.9,0.5347365566449211,1.0,0.6743155896514448
0.6,0.7,60,0.95,0.551337580780321,1.0,0.6859363065462247
0.6,0.7,60,1.0,0.5661600138235848,1.0,0.6963120096765094
0.6,0.7,60,1.05,0.5763951968262686,0.8408964152537148,0.6557455623545024
0.6,0.7,60,1.1,0.5819606236178718,0.707106781186548,0.6195044708884747
0.6,0.75,10,0.9,0.5362026708116656,0.6470219447425148,0.5694484529909203
0.6,0.75,10,0.95,0.5528632848862706,0.5687870800354675,0.5576404234310296
0.6,0.75,10,1.0,0.5680165311225409,0.5061504385547845,0.549456703352214
0.6,0.75,10,1.05,0.5781105245010137,0.4258839169128583,0.5324425422245671
0.6,0.75,10,1.1,0.5832374032156956,0.35104514946111204,0.5135797270893205
0.6,0.75,20,0.9,0.5340236808868795,1.0,0.6738165766208155
0.6,0.75,20,0.95,0.5517642845703217,1.0,0.6862349991992251
0.6,0.75,20,1.0,0.5676916572690258,0.9806781595158597,0.6915876079430759
0.6,0.75,20,1.05,0.5774350779683787,0.824028095245625,0.6514129831515525
0.6,0.75,20,1.1,0.582480856975862,0.6922596975526107,0.6154145091488866
0.6,0.75,40,0.9,0.5329731376176886,1.0,0.673081196332382
0.6,0.75,40,0.95,0.5506523633180247,1.0,0.6854566543226173
0.6,0.75,40,1.0,0.5668202035407061,0.9999920676222144,0.6967717627651586
0.6,0.75,40,1.05,0.5771587390460731,0.8408896708342791,0.6562780185825349
0.6,0.75,40,1.1,0.5825779489221937,0.7071006735727103,0.6199347663173487
0.6,0.75,60,0.9,0.5330195201255483,1.0,0.6731136640878839
0.6,0.75,60,0.95,0.5506237531088825,1.0,0.6854366271762177
0.6,0.75,60,1.0,0.566713528685967,1.0,0.696699470080177
0.6,0.75,60,1.05,0.5772547925846618,0.8408964152537148,0.6563472793853777
0.6,0.75,60,1.1,0.5825744598631499,0.707106781186548,0.6199341562601693
0.6,0.8,10,0.9,0.53621978178359,0.6470220043306917,0.5694604485477205
0.6,0.8,10,0.95,0.5531425217127202,0.5687871299585899,0.5578359041864811
0.6,0.8,10,1.0,0.5692914696641954,0.5061504802855605,0.5503491728506049
0.6,0.8,10,1.05,0.5793153814202323,0.42588395924681,0.5332859547682056
0.6,0.8,10,1.1,0.5847599520932839,0.3510451727794659,0.5146455182991385
0.6,0.8,20,0.9,0.5335512320073169,1.0,0.6734858624051219
0.6,0.8,20,0.95,0.5510115199169642,1.0,0.6857080639418749
0.6,0.8,20,1.0,0.5681146138122333,0.9806783299201339,0.6918837286446033
0.6,0.8,20,1.05,0.5778468189384592,0.8240283124735659,0.6517012669989912
0.6,0.8,20,1.1,0.5830585937725723,0.692259880018252,0.6158189796462762
0.6,0.8,40,0.9,0.5324001705096439,1.0,0.6726801193567506
0.6,0.8,40,0.95,0.5500940384313852,1.0,0.6850658269019696
0.6,0.8,40,1.0,0.5663903976819306,0.9999920676222144,0.6964708986640157
0.6,0.8,40,1.05,0.5771834790471737,0.8408896708342791,0.6562953365833053
0.6,0.8,40,1.1,0.5825698689162816,0.7071006735727103,0.6199291103132102
0.6,0.8,60,0.9,0.5323791969091124,1.0,0.6726654378363787
0.6,0.8,60,0.95,0.5499365328804025,1.0,0.6849555730162817
0.6,0.8,60,1.0,0.565908063068815,1.0,0.6961356441481705
0.6,0.8,60,1.05,0.577006606039277,0.8408964152537148,0.6561735488036083
0.6,0.8,60,1.1,0.5823656214489249,0.707106781186548,0.6197879693702117
0.6,0.85,10,0.9,0.5362713159458099,0.6470219622813824,0.5694965098464817
0.6,0.85,10,0.95,0.5540216557506048,0.5687870932614726,0.5584512870038651
0.6,0.85,10,1.0,0.5702216033936864,0.5061504485284699,0.5510002569341215
0.6,0.85,10,1.05,0.5806109304217286,0.4258838544209531,0.5341928076214959
0.6,0.85,10,1.1,0.5866328397489959,0.35104508412275975,0.5159565130611251
0.6,0.85,20,0.9,0.5332609330374494,1.0,0.6732826531262146
0.6,0.85,20,0.95,0.5511015513345005,1.0,0.6857710859341503
0.6,0.85,20,1.0,0.5683354477852955,0.9806782436105936,0.6920382865328849
0.6,0.85,20,1.05,0.579056484359264,0.8240281657947413,0.6525479887899072
0.6,0.85,20,1.1,0.584591519073907,0.6922597567379581,0.6168919903731224
0.6,0.85,40,0.9,0.5336762274724933,1.0,0.6735733592307453
0.6,0.85,40,0.95,0.5508101103818248,1.0,0.6855670772672773
0.6,0.85,40,1.0,0.5674566489783317,0.9999920676222144,0.6972172745714965
0.6,0.85,40,1.05,0.5786132863393396,0.8408896708342791,0.6572962016878214
0.6,0.85,40,1.1,0.5836259635704488,0.7071006735727103,0.6206683765711273
0.6,0.85,60,0.9,0.53352161672442,1.0,0.673465131707094
0.6,0.85,60,0.95,0.5508938787145077,1.0,0.6856257151001554
0.6,0.85,60,1.0,0.566916899496121,1.0,0.6968418296472847
0.6,0.85,60,1.05,0.5779781486154298,0.8408964152537148,0.6568536286069153
0.6,0.85,60,1.1,0.5829250745486243,0.707106781186548,0.6201795865400014
0.6,0.9,10,0.9,0.5364872204581614,0.6470220218695532,0.5696476608815789
0.6,0.9,10,0.95,0.5547590666489568,0.5687871431845903,0.5589674896096468
0.6,0.9,10,1.0,0.5716247912551342,0.5061504902592424,0.5519825009563667
0.6,0.9,10,1.05,0.5821605570574081,0.4258838817126523,0.5352775544539813
0.6,0.9,10,1.1,0.5881297916139495,0.3510451187844171,0.5170043897650898
0.6,0.9,20,0.9,0.5338380207658886,1.0,0.673686614536122
0.6,0.9,20,0.95,0.5514793090994945,1.0,0.6860355163696461
0.6,0.9,20,1.0,0.569068840707125,0.9806784171185998,0.6925517136305674
0.6,0.9,20,1.05,0.5807026446140567,0.8240283857591604,0.6537003669575878
0.6,0.9,20,1.1,0.5866934634399003,0.692259941610809,0.6183634068911729
0.6,0.9,40,0.9,0.5344859661749355,1.0,0.6741401763224548
0.6,0.9,40,0.95,0.5520411843391339,1.0,0.6864288290373937
0.6,0.9,40,1.0,0.569454808179835,0.9999920676222144,0.6986159860125487
0.6,0.9,40,1.05,0.581375373713936,0.8408896708342791,0.6592296628500389
0.6,0.9,40,1.1,0.5869055959892886,0.7071006735727103,0.6229641192643152
0.6,0.9,60,0.9,0.5358000798309042,1.0,0.6750600558816329
0.6,0.9,60,0.95,0.5531265919376525,1.0,0.6871886143563567
0.6,0.9,60,1.0,0.5701195369838943,1.0,0.699083675888726
0.6,0.9,60,1.05,0.5824153664952343,0.8408964152537148,0.6599596811227784
0.6,0.9,60,1.1,0.5872395103689687,0.707106781186548,0.6231996916142425
0.65,0.7,10,0.9,0.5391579677128838,0.4943019379383025,0.5257011587805094
0.65,0.7,10,0.95,0.5554735599874898,0.4426608718860265,0.5216297535570508
0.65,0.7,10,1.0,0.5708126061101497,0.402114478648169,0.5202031678715555
0.65,0.7,10,1.05,0.5807035227157838,0.3464905607807547,0.510439634135275
0.65,0.7,10,1.1,0.5841089187131212,0.2860576421939594,0.4946935357573726
0.65,0.7,20,0.9,0.5398542731476321,1.0,0.6778979912033425
0.65,0.7,20,0.95,0.5569522821085194,1.0,0.6898665974759636
0.65,0.7,20,1.0,0.571551801715663,0.9490434950117022,0.6847993097044747
0.65,0.7,20,1.05,0.5813882975788339,0.7964898953799752,0.6459187769191762
0.65,0.7,20,1.1,0.5851566112672115,0.668078603406137,0.6100332089088891
0.65,0.7,40,0.9,0.5392626060916519,1.0,0.6774838242641563
0.65,0.7,40,0.95,0.5559654888148108,1.0,0.6891758421703675
0.65,0.7,40,1.0,0.5710442132078095,0.999940598290497,0.6997131287326157
0.65,0.7,40,1.05,0.5814066700454851,0.8408445378602616,0.659238030389918
0.65,0.7,40,1.1,0.5853415406994058,0.7070608519927469,0.6218573340874081
0.65,0.7,60,0.9,0.5395242152921789,1.0,0.6776669507045252
0.65,0.7,60,0.95,0.5559253316783842,1.0,0.6891477321748689
0.65,0.7,60,1.0,0.5708699158823115,0.9999999118617937,0.6996089146761562
0.65,0.7,60,1.05,0.5811531478724958,0.8408963411386131,0.659076105852331
0.65,0.7,60,1.1,0.5851134547050412,0.7071067188634247,0.6217114339525562
0.65,0.75,10,0.9,0.539071547054204,0.4943019242437821,0.5256406602110775
0.65,0.75,10,0.95,0.5555506059380155,0.4426608607327444,0.5216836823764341
0.65,0.75,10,1.0,0.5717231478267323,0.4021144696356849,0.5208405443694181
0.65,0.75,10,1.05,0.5821208819511107,0.34649055354534763,0.5114317834293818
0.65,0.75,10,1.1,0.5861798716158573,0.28605763641679427,0.49614320105613835
0.65,0.75,20,0.9,0.5392777484713874,1.0,0.6774944239299712
0.65,0.75,20,0.95,0.556517378053989,1.0,0.6895621646377923
0.65,0.75,20,1.0,0.5717155243846394,0.9490434950117022,0.6849139155727582
0.65,0.75,20,1.05,0.5822498141892051,0.7964898953799752,0.6465218385464361
0.65,0.75,20,1.1,0.5863805628098941,0.668078603406137,0.610889974988767
0.65,0.75,40,0.9,0.5377795822206667,1.0,0.6764457075544666
0.65,0.75,40,0.95,0.5553153507064693,1.0,0.6887207454945286
0.65,0.75,40,1.0,0.5713422436411464,0.999940598290497,0.6999217500359516
0.65,0.75,40,1.05,0.5819468340835734,0.8408445378602616,0.6596161452165799
0.65,0.75,40,1.1,0.5861551256746808,0.7070608519927469,0.6224268435701006
0.65,0.75,60,0.9,0.5377943841476549,1.0,0.6764560689033584
0.65,0.75,60,0.95,0.5552246683043535,1.0,0.6886572678130474
0.65,0.75,60,1.0,0.5714131608952384,0.9999999118617937,0.699989186185205
0.65,0.75,60,1.05,0.5820021621180572,0.8408963411386131,0.6596704158242239
0.65,0.75,60,1.1,0.5860371915086705,0.7071067188634247,0.6223580497150967
0.65,0.8,10,0.9,0.5391953173911858,0.4943019379383025,0.5257273035553207
0.65,0.8,10,0.95,0.5561363341503115,0.4426608718860265,0.522093695471026
0.65,0.8,10,1.0,0.5726793870709339,0.402114478648169,0.5215099145441044
0.65,0.8,10,1.05,0.5836356037376123,0.3464905607807547,0.512492090850555
0.65,0.8,10,1.1,0.5880674895983592,0.2860576421939594,0.4974645353770392
0.65,0.8,20,0.9,0.5387460975911874,1.0,0.6771222683138312
0.65,0.8,20,0.95,0.5561835820811046,1.0,0.6893285074567732
0.65,0.8,20,1.0,0.5721509628944412,0.9490434950117022,0.6852187225296195
0.65,0.8,20,1.05,0.5827329757837927,0.7964898953799752,0.6468600516626474
0.65,0.8,20,1.1,0.5870935987496564,0.668078603406137,0.6113891001466005
0.65,0.8,40,0.9,0.5371950501225021,1.0,0.6760365350857515
0.65,0.8,40,0.95,0.5547440260943887,1.0,0.688320818266072
0.65,0.8,40,1.0,0.5710000954659263,0.999940598290497,0.6996822463132975
0.65,0.8,40,1.05,0.5819349909182912,0.8408445378602616,0.6596078550008823
0.65,0.8,40,1.1,0.5862279924615211,0.7070608519927469,0.6224778503208889
0.65,0.8,60,0.9,0.5371513949576824,1.0,0.6760059764703776
0.65,0.8,60,0.95,0.5545336139755219,1.0,0.6881735297828653
0.65,0.8,60,1.0,0.5706192876354401,0.9999999118617937,0.6994334749033462
0.65,0.8,60,1.05,0.5817558793508676,0.8408963411386131,0.6594980178871912
0.65,0.8,60,1.1,0.5858305441188831,0.7071067188634247,0.6222133965422456
0.65,0.85,10,0.9,0.5398516259069442,0.4943019242437821,0.5261867154079956
0.65,0.85,10,0.95,0.5567607590057905,0.4426608607327444,0.5225307895238767
0.65,0.85,10,1.0,0.5737047674719742,0.4021144696356849,0.5222276781210874
0.65,0.85,10,1.05,0.585415025999267,0.34649055354534763,0.5137376842630912
0.65,0.85,10,1.1,0.5901716642739115,0.28605763641679427,0.4989374559167763
0.65,0.85,20,0.9,0.5385230035123818,1.0,0.6769661024586673
0.65,0.85,20,0.95,0.5562227733838518,1.0,0.6893559413686963
0.65,0.85,20,1.0,0.5725434024389261,0.9490434950117022,0.6854934302107589
0.65,0.85,20,1.05,0.5840604710270196,0.7964898953799752,0.6477892983329062
0.65,0.85,20,1.1,0.5888195797876271,0.668078603406137,0.61259728687318
0.65,0.85,40,0.9,0.5384681776567923,1.0,0.6769277243597547
0.65,0.85,40,0.95,0.5554473461512464,1.0,0.6888131423058724
0.65,0.85,40,1.0,0.5720660462231257,0.999940598290497,0.700428411843337
0.65,0.85,40,1.05,0.5833786330140491,0.8408445378602616,0.6606184044679129
0.65,0.85,40,1.1,0.5872912017586819,0.7070608519927469,0.6232220968289014
0.65,0.85,60,0.9,0.5382929768209057,1.0,0.676805083774634
0.65,0.85,60,0.95,0.5554903112251817,1.0,0.6888432178576271
0.65,0.85,60,1.0,0.5716279635261227,0.9999999118617937,0.700139548026824
0.65,0.85,60,1.05,0.5827480933015801,0.8408963411386131,0.66019256765269
0.65,0.85,60,1.1,0.5863899150813149,0.7071067188634247,0.6226049562159478
0.65,0.9,10,0.9,0.5409345466860385,0.4943019481976235,0.526944767139514
0.65,0.9,10,0.95,0.5579430784470545,0.4426608791117921,0.5233584186464757
0.65,0.9,10,1.0,0.5746756866953643,0.4021144837373643,0.5229073258079643
0.65,0.9,10,1.05,0.5869786515766092,0.34649056436513737,0.5148322254131676
0.65,0.9,10,1.1,0.592515114495766,0.28605764471848405,0.5005778735625813
0.65,0.9,20,0.9,0.5390205170738533,1.0,0.6773143619516973
0.65,0.9,20,0.95,0.556585777397598,1.0,0.6896100441783186
0.65,0.9,20,1.0,0.5734688039863481,0.9490435806203796,0.6861412369765576
0.65,0.9,20,1.05,0.585829604672385,0.796489967263289,0.6490277134496562
0.65,0.9,20,1.1,0.5911431006736092,0.6680786637645881,0.6142237696009029
0.65,0.9,40,0.9,0.5392793076302257,1.0,0.6774955153411579
0.65,0.9,40,0.95,0.5566811486609348,1.0,0.6896768040626543
0.65,0.9,40,1.0,0.5740633378872531,0.999940598290497,0.7018265160082262
0.65,0.9,40,1.05,0.5861569335540358,0.8408445378602616,0.6625632148459035
0.65,0.9,40,1.1,0.590577166776306,0.7070608519927469,0.6255222723412383
0.65,0.9,60,0.9,0.5405714773691825,1.0,0.6784000341584278
0.65,0.9,60,0.95,0.5577229779069003,1.0,0.6904060845348301
0.65,0.9,60,1.0,0.5748306585160126,0.9999999118617937,0.7023814345197468
0.65,0.9,60,1.05,0.5871853602199859,0.8408963411386131,0.6632986544955741
0.65,0.9,60,1.1,0.5907044044324941,0.7071067188634247,0.6256250987617732
0.7,0.75,10,0.9,0.5435226935661213,0.3765719852689159,0.4934374810769596
0.7,0.75,10,0.95,0.5600901353591226,0.34746575362582605,0.4963028208391336
0.7,0.75,10,1.0,0.576010725645854,0.32516097821476597,0.5007558014165275
0.7,0.75,10,1.05,0.5858116541698865,0.29480667250793485,0.49851015967130097
0.7,0.75,10,1.1,0.589872091659732,0.2450966662846618,0.48643946404721095
0.7,0.75,20,0.9,0.5460822061401682,1.0,0.6822575442981178
0.7,0.75,20,0.95,0.5622802219529265,0.96401077051695,0.6827993865221336
0.7,0.75,20,1.0,0.577055583558824,0.8720729529206583,0.6655607943673743
0.7,0.75,20,1.05,0.5866041472977237,0.7299267390448861,0.6296009248218724
0.7,0.75,20,1.1,0.5899916359072696,0.6099379952676786,0.5959755437153922
0.7,0.75,40,0.9,0.54450787093606,1.0,0.681155509655242
0.7,0.75,40,0.95,0.5617355023032773,1.0,0.693214851612294
0.7,0.75,40,1.0,0.576949261121096,0.999561260034002,0.7037328607949678
0.7,0.75,40,1.05,0.585396421527805,0.8405123771265968,0.6619312082074424
0.7,0.75,40,1.1,0.5880730182004552,0.7067682785211653,0.6236815962966682
0.7,0.75,60,0.9,0.5438997685970295,1.0,0.6807298380179205
0.7,0.75,60,0.95,0.5614354177226418,1.0,0.6930047924058492
