val,full_mean,full_med,last_mean,last_med,true_last,pred_last_med,seeds_best
Train1,0.7543801299626703,0.7619381092998251,1.0,1.0,600.0,600.0,"0.816,0.773,0.776"
Train2,0.6866079967063842,0.6487044208584537,5.103050922605259e-05,1.0,600.0,600.0,"0.738,0.436,0.756"
Train3,0.512782143540354,0.5120262770046188,8.303237730044119e-19,4.669162416720787e-15,600.0,6312.69091796875,"0.334,0.307,0.408"
Train4,0.45567062688483045,0.43260397930315814,1.0,1.0,600.0,600.0,"0.653,0.551,0.596"
