val,rmse_s,full_mean,full_med,full_trim,full_cons,full_ultra,last_mean,last_med,last_trim,true_last,pred_last_med,best_strat,best_score,seeds
Train1,11839.859458625342,0.7510813208471376,0.7668112976964482,0.7547357987627746,0.6578768320041068,0.6448049488176455,0.6791719374661407,1.0,0.9028618822305756,600.0,600.0,median,0.7668112976964482,"0.769,0.795,0.749,0.804,0.624,0.538,0.490,0.676,0.572,0.800"
Train2,13531.080075145517,0.6375636214945618,0.7047732188088165,0.5170487874032121,0.5533869103603427,0.5586079762508723,5.734515394544753e-10,1.0,0.003359334931851598,600.0,600.0,median,0.7047732188088165,"0.794,0.535,0.732,0.731,0.755,0.486,0.491,0.491,0.452,0.444"
Train3,10814.14000279264,0.40079232840846923,0.5055201540563734,0.3816420463049532,0.49397666130831086,0.48544989456998244,6.705990288581551e-08,1.0,1.0,600.0,600.0,median,0.5055201540563734,"0.387,0.409,0.389,0.385,0.303,0.383,0.495,0.495,0.622,0.346"
Train4,36343.5553571744,0.38092170734476827,0.3394065713207343,0.38180559260478064,0.27694629549055827,0.26973123783318464,0.09192356578875771,1.0,1.0,600.0,600.0,trimmed,0.38180559260478064,"0.562,0.503,0.559,0.531,0.526,0.526,0.546,0.488,0.272,0.618"
