beta,robust_mean,robust_worst
0.8,0.4534793730313802,0.4230654859437413
0.85,0.4660035941761947,0.4331435299604451
0.9,0.48032841955829336,0.4331435299604451
0.92,0.48463717429637015,0.4331435299604451
0.95,0.487725118718489,0.4232977453735231
0.97,0.4897533499743651,0.4136801198515607
1.0,0.4883214462514422,0.40076002300859453
1.02,0.4853165598029408,0.3930689242124128
1.05,0.4764093604240478,0.38278776859829095
