fold,n_total,asym_last1_mean,asym_last1_min,asym_last5_mean,asym_last5_min,asym_last10_mean,asym_last10_min,asym_last20_mean,asym_last20_min,asym_full_mean
Train1,126,2.776651552127924e-17,2.776651552127924e-17,3.5136464764222845e-05,2.776651552127924e-17,0.17245393087348218,2.776651552127924e-17,0.28616895551116234,2.776651552127924e-17,0.6201677606341315
Train2,114,1.9287498479639178e-22,1.9287498479639178e-22,0.00021042879890767894,1.9287498479639178e-22,0.033226279934579925,1.9287498479639178e-22,0.25588949339968575,1.9287498479639178e-22,0.5645202777205269
Train3,89,2.7151951737496936e-20,2.7151951737496936e-20,0.00040570700099852515,2.7151951737496936e-20,0.006338015770710431,2.7151951737496936e-20,0.028821794459122203,2.7151951737496936e-20,0.3804884987199054
Train4,137,1.9287498479639178e-22,1.9287498479639178e-22,0.0002104267634159218,1.9287498479639178e-22,0.1410279043973151,1.9287498479639178e-22,0.32844405544846106,1.9287498479639178e-22,0.516366263672665
