val_bearing,rmse_s,asym_score
Train1,12704.978946096368,0.01758701871864514
Train2,8484.48696673789,0.023522502660943013
Train3,11339.391615760353,0.038850557446740555
Train4,11510.070882491154,0.011126619136283008
