val_bearing,rmse_s,asym_score,xgb,tft,gpr
Train1,4724.361162384824,0.4779745485649043,0.5262578736364377,0.560312070009603,0.3136211853820318
Train2,5773.740278880765,0.5246733907763202,0.597047779859774,0.5683048162725856,0.31227142271392416
Train3,6267.682437610652,0.687001205237522,0.6373243657270512,0.7081891410541851,0.624661034150772
Train4,13140.149849351274,0.4944792124595315,0.4646956958431062,0.5436909669153296,0.4772828335423045
