val_bearing,rmse_s,asym_score,xgb,tft,gpr
Train1,1946.4996402875959,0.027902175482464823,0.02185868818617135,0.0848788738451255,0.014396317996833188
Train2,1767.0073506502683,0.012584105649582938,0.02115386563787754,0.048765468388041876,0.014624861595435634
Train3,6623.546575895345,6.568223753871686e-05,0.014958961620316045,0.0010999519504430926,0.008222164037013745
Train4,5154.306438086039,0.0005272469165217334,9.723784927715903e-06,0.001115013924029229,0.0031529914446686157
