val_bearing,rmse_s,asym_score
Train1,3492.909245886586,0.8841168069681272
Train2,4710.835594668954,0.8597587862005338
Train3,21737.766582609172,0.3349097106908864
Train4,5303.825223364737,0.8158162327690013
