thr,slope,beta,full,last,combined
0.75,20,1.05,0.5986891920315802,0.588369412804957,0.5955932582635932
0.75,20,1.1,0.6029335049712727,0.48784274793194304,0.5684062778594738
0.75,40,0.85,0.5347293285623458,1.0,0.674310529993642
0.75,40,0.9,0.5506932429071588,1.0,0.6854852700350111
0.75,40,0.95,0.5677907822084542,1.0,0.6974535475459179
0.75,40,1.0,0.5846721713479698,0.9965228190960922,0.7082273656724065
0.75,40,1.05,0.5945763350316463,0.8378508631485677,0.6675586934667227
0.75,40,1.1,0.5975962928024885,0.7044240030018675,0.6296446058623022
0.8,3,0.85,0.5381793140853277,0.2500816368794609,0.4517500109235676
0.8,3,0.9,0.5550904568667356,0.2500415220364651,0.46357577641765446
0.8,3,0.95,0.573915674944436,0.25002111902933893,0.4767473081699068
0.8,3,1.0,0.5922301476335554,0.2500107416483716,0.48956432583800025
0.8,3,1.05,0.6037338558588123,0.2500054634732596,0.4976153381431465
0.8,3,1.1,0.6089212726898989,0.25000277886347233,0.5012457245419709
0.8,5,0.85,0.5379423491998642,0.2505436107625296,0.4517227276686638
0.8,5,0.9,0.5543688087867621,0.25030905485853294,0.46315088260829335
0.8,5,0.95,0.5728711131123386,0.2501757156460773,0.4760624938724602
0.8,5,1.0,0.5915979425206559,0.25009990849680586,0.48914853231350086
0.8,5,1.05,0.6049250259811759,0.25005680756255966,0.498464560455591
0.8,5,1.1,0.6105163308171915,0.25003230098459445,0.5023711218674123
0.8,10,0.85,0.543780966874055,0.26825332309071054,0.4611226737390516
0.8,10,0.9,0.559384125791881,0.2626426882038706,0.4703616945154778
0.8,10,0.95,0.5769870476592412,0.2587667721855545,0.4815209650171352
0.8,10,1.0,0.5946215683670062,0.2560850103336261,0.4930606009569921
0.8,10,1.05,0.6075360743174378,0.2542270249837713,0.5015433595173379
0.8,10,1.1,0.6128514336439912,0.2447141882531595,0.5024102600267417
0.8,20,0.85,0.5483579280026656,0.6987984999854816,0.5934900995975103
0.8,20,0.9,0.5647163634505173,0.6085835634981382,0.5778765234648036
0.8,20,0.95,0.5826673582452468,0.5367230066180596,0.5688840527570906
0.8,20,1.0,0.5997430544580857,0.4794298980881394,0.5636491075471018
0.8,20,1.05,0.6118100646263327,0.4036333157430565,0.5493570399613498
0.8,20,1.1,0.617640567896587,0.3325274715331717,0.5321066389875624
0.8,40,0.85,0.5505167877573434,1.0,0.6853617514301403
0.8,40,0.9,0.5657482960241274,1.0,0.6960238072168892
0.8,40,0.95,0.582742928486186,1.0,0.7079200499403302
0.8,40,1.0,0.5992274122948775,0.9748607042903904,0.7119173998935313
0.8,40,1.05,0.6093776706984384,0.8189032748060798,0.6722353519307308
0.8,40,1.1,0.613322317120281,0.687755280031313,0.6356522059935905
0.85,3,0.85,0.5400544070307677,0.2500355969793797,0.45304876401535127
0.85,3,0.9,0.557050924684027,0.25001724273010245,0.4649408200978496
0.85,3,0.95,0.5753223703814084,0.2500083521861348,0.4777281649228263
0.85,3,1.0,0.5925332050760572,0.2500040457060861,0.48977445726506585
0.85,3,1.05,0.6035459897757401,0.2500019596992938,0.4974827807528062
0.85,3,1.1,0.6080915952064643,0.25000094925763916,0.5006644014218167
0.85,5,0.85,0.5416330208926456,0.25015532834584064,0.4541897131286041
