thr,slope,beta,full,last,combined
0.6,20,0.9,0.531574913050062,0.75,0.5971024391350434
0.6,20,0.95,0.5473579395538544,0.75,0.608150557687698
0.6,20,1.0,0.5611273435859554,0.7299974211131753,0.6117883668441214
0.6,20,1.05,0.5691788616101592,0.6130267769952271,0.5823332362256795
0.6,20,1.1,0.5707410476621464,0.5147991393634028,0.5539584751725233
0.6,40,0.85,0.5143996537354634,0.75,0.5850797576148243
0.6,40,0.9,0.529829369268476,0.75,0.5958805584879332
0.6,40,0.95,0.5461677198024069,0.75,0.6073174038616848
0.6,40,1.0,0.5593880836745901,0.7499913575427458,0.6165690658350369
0.6,40,1.05,0.5675120187216981,0.6306646806614968,0.5864578173036377
0.6,40,1.1,0.5690098577530014,0.5303233636412312,0.5574039095194703
0.7,3,0.85,0.5264028246673425,0.0003864615144597206,0.36859791572147765
0.7,3,0.9,0.5414142438701173,0.00021536729591270891,0.3790545808978559
0.7,3,0.95,0.5569641361912048,0.00012002410776846071,0.3899109025661739
0.7,3,1.0,0.5728898191479457,6.689082087718367e-05,0.4010429406498251
0.7,3,1.05,0.5811700014315504,3.7279515118954924e-05,0.4068301848566209
0.7,3,1.1,0.5836426703964007,2.07767427485921e-05,0.4085561023003051
0.7,5,0.85,0.5259400252346157,0.004508515903902678,0.36951057243540175
0.7,5,0.9,0.5407585785069711,0.0028980883790920607,0.37940043146860736
0.7,5,0.95,0.5563728880185134,0.0018636318607672612,0.3900201111711895
0.7,5,1.0,0.5723198619322805,0.0011987668605360569,0.4009835334107571
0.7,5,1.05,0.5811088047560723,0.0007712631320581781,0.40700754226886804
0.7,5,1.1,0.5831519328738144,0.0004962943598624154,0.4083552413196288
0.7,10,0.85,0.529840846713528,0.15391619003114337,0.4170634497088126
0.7,10,0.9,0.5439417006064686,0.11772654172189458,0.4160771529410964
0.7,10,0.95,0.5590201380228736,0.09018259698717745,0.41836887571216475
0.7,10,1.0,0.573638878077064,0.06917795347815654,0.4223006006973918
0.7,10,1.05,0.5826722746988305,0.05313184207338977,0.4238101449111983
0.7,10,1.1,0.5836874824127678,0.0408541409228255,0.4208374799657851
0.7,20,0.85,0.5238107361308433,0.75,0.5916675152915902
0.7,20,0.9,0.5384426031427322,0.75,0.6019098221999124
0.7,20,0.95,0.5544625319982431,0.7123883035083631,0.6018402634512791
0.7,20,1.0,0.5688351264679959,0.6177884816913735,0.5835211330350092
0.7,20,1.05,0.576930238156225,0.5146445561459845,0.5582445335531528
0.7,20,1.1,0.57817367104354,0.42873363858895414,0.5333416613071642
0.7,40,0.85,0.5205339289824098,0.75,0.5893737502876868
0.7,40,0.9,0.5358114138936753,0.75,0.6000679897255726
0.7,40,0.95,0.5518711844140641,0.75,0.6113098290898449
0.7,40,1.0,0.5660320500960787,0.7495283480657058,0.6210809394869667
0.7,40,1.05,0.5731649734604425,0.6302558797361612,0.590292245343158
0.7,40,1.1,0.5742107034432558,0.5299632430561305,0.5609364653271182
0.75,3,0.85,0.5288788537527427,0.00018115190807272194,0.3702695431993417
0.75,3,0.9,0.5438202401779585,9.655744697258558e-05,0.38070313535866274
0.75,3,0.95,0.5594368820507855,5.1467809858316415e-05,0.39162125777850726
0.75,3,1.0,0.5754665416999873,2.74340346245903e-05,0.40283480940037847
0.75,3,1.05,0.5845011345456699,1.4623321849788412e-05,0.4091551811785238
0.75,3,1.1,0.5873101198575771,7.794778192858887e-06,0.4111194223337618
0.75,5,0.85,0.5295274582339469,0.0016757627845820997,0.3711719495991374
0.75,5,0.9,0.5450352578898532,0.0010174581451094327,0.38182991796643007
0.75,5,0.95,0.5600270540221814,0.0006178690239316484,0.3922042985227065
0.75,5,1.0,0.5761775253937731,0.0003752568864463995,0.40343684484157505
0.75,5,1.05,0.5852261243097743,0.00022792768359373766,0.4097266653219201
0.75,5,1.1,0.587376644050925,0.00013844919678376936,0.4112051855946826
0.75,10,0.85,0.5337988869875947,0.06248310102912538,0.3924041512000539
0.75,10,0.9,0.5475465676935375,0.04595693440394121,0.3970696777066586
0.75,10,0.95,0.5627620019739457,0.03385365006003863,0.4040894963997735
0.75,10,1.0,0.5783905800496904,0.024971815573147878,0.4123649507067276
0.75,10,1.05,0.587245511888389,0.018442469992182145,0.416604599319527
0.75,10,1.1,0.5883590560991914,0.013634990778212517,0.41594183650289773
0.75,20,0.85,0.531617932643326,0.6864213276288548,0.5780589511389846
0.75,20,0.9,0.546354037204317,0.6420438444028129,0.5750609793638657
0.75,20,0.95,0.5622866025008351,0.554607421896177,0.5599828483194376
0.75,20,1.0,0.577000703741841,0.4557537018215796,0.5406266031657625
0.75,20,1.05,0.5848662678197559,0.3745871698223747,0.5217825384205416
0.75,20,1.1,0.5853869362277572,0.30793039600603433,0.5021499741612403
0.75,40,0.85,0.5287836280724412,0.75,0.5951485396507088
0.75,40,0.9,0.5432513066577438,0.75,0.6052759146604206
0.75,40,0.95,0.5592418525100888,0.75,0.6164692967570622
0.75,40,1.0,0.5732432479598142,0.7465250203119241,0.6252277796654471
0.75,40,1.05,0.5805658755050112,0.6276046105090357,0.5946774960062184
0.75,40,1.1,0.5812357609211043,0.5276280702397018,0.5651534537166836
