val_bearing,rmse_s,asym_score
Train1,2893.390745268692,0.07746223515604476
Train2,14401.865838287185,0.039987881687517414
Train3,17670.15518198053,0.002236025850528397
Train4,3303.9228098398617,0.03094063832613504
