val,mean,median,tft_only,bilstm_only,trim,robust,cons,ultra,best_strat,best_score
Train1,0.6100923043887128,0.64397416932436,0.6267629344774647,0.5502543288728252,0.6130739061328946,0.6197660528330579,0.6468737128232437,0.6246362531692945,cons,0.6468737128232437
Train2,0.7228820684923849,0.7321059521361564,0.7338469485973084,0.6820244467562353,0.7260654785658884,0.726625695216314,0.7324721611057956,0.7122109705694033,tft_only,0.7338469485973084
Train3,0.4897336376239293,0.5190723102734227,0.43416215369555394,0.5516398100058305,0.5114568234874954,0.5241033048962684,0.5429366174747379,0.5567128669109888,ultra,0.5567128669109888
Train4,0.4930248545594438,0.47542239856123847,0.4330714801468516,0.5220292858902289,0.4880026384084927,0.4812388792290212,0.4442285655309415,0.4389323954357062,bilstm_only,0.5220292858902289
