bearing,full,last,pred_last
Train1,0.6799951937194908,7.100914556065239e-20,8233.266846062435
Train2,0.7276567226980181,7.094847899213172e-08,3449.8383603924235
Train3,0.17249301740587772,1.6169753350219205e-06,2908.592507626856
Train4,0.6315433856692809,1.640525583522461e-08,3703.3519999985847
